Unnamed: 0,index,total,state,zone,ds,y,holiday
10903,10903,total,State 3,Zone Q,2022-10-30,7832,0.0
7972,7972,total,State 2,Zone Q,2022-10-30,11167,0.0
12188,12188,total,State 1,Zone Q,2022-10-30,6908,0.0
8807,8807,total,State 3,Zone P,2022-10-30,7933,0.0
6831,6831,total,State 2,Zone R,2022-10-30,9317,0.0
12947,12947,total,State 3,Zone R,2022-10-30,4351,0.0
11780,11780,total,State 1,Zone P,2022-10-30,5155,0.0
3546,3546,total,State 1,Zone R,2022-10-30,5409,0.0
9699,9699,total,State 2,Zone P,2022-10-31,6339,1.0
12038,12038,total,State 2,Zone R,2022-10-31,5427,1.0
12050,12050,total,State 1,Zone P,2022-10-31,5638,1.0
3123,3123,total,State 1,Zone R,2022-10-31,5436,1.0
4127,4127,total,State 1,Zone Q,2022-10-31,4816,1.0
11193,11193,total,State 3,Zone P,2022-10-31,3709,1.0
8946,8946,total,State 2,Zone Q,2022-10-31,8393,1.0
5170,5170,total,State 3,Zone R,2022-10-31,3718,1.0
9735,9735,total,State 3,Zone Q,2022-10-31,4649,1.0
1667,1667,total,State 1,Zone Q,2022-11-01,6609,0.0
9102,9102,total,State 1,Zone P,2022-11-01,6426,0.0
11678,11678,total,State 3,Zone P,2022-11-01,5546,0.0
8790,8790,total,State 2,Zone Q,2022-11-01,11935,0.0
1041,1041,total,State 3,Zone Q,2022-11-01,7473,0.0
10174,10174,total,State 2,Zone R,2022-11-01,14604,0.0
10331,10331,total,State 3,Zone R,2022-11-01,4680,0.0
12507,12507,total,State 2,Zone P,2022-11-01,12567,0.0
11352,11352,total,State 1,Zone R,2022-11-01,8870,0.0
6417,6417,total,State 3,Zone Q,2022-11-02,6956,0.0
12615,12615,total,State 3,Zone R,2022-11-02,7938,0.0
4553,4553,total,State 1,Zone Q,2022-11-02,5936,0.0
4531,4531,total,State 2,Zone Q,2022-11-02,9092,0.0
8123,8123,total,State 3,Zone P,2022-11-02,8174,0.0
12270,12270,total,State 1,Zone R,2022-11-02,6068,0.0
5917,5917,total,State 2,Zone P,2022-11-02,14813,0.0
3414,3414,total,State 1,Zone P,2022-11-02,6617,0.0
11993,11993,total,State 2,Zone R,2022-11-02,14230,0.0
11203,11203,total,State 3,Zone R,2022-11-03,6527,0.0
7279,7279,total,State 1,Zone Q,2022-11-03,7621,0.0
12741,12741,total,State 2,Zone P,2022-11-03,12814,0.0
6975,6975,total,State 1,Zone R,2022-11-03,7677,0.0
9405,9405,total,State 2,Zone Q,2022-11-03,12950,0.0
6909,6909,total,State 1,Zone P,2022-11-03,7415,0.0
8076,8076,total,State 3,Zone Q,2022-11-03,4555,0.0
8745,8745,total,State 3,Zone P,2022-11-03,6863,0.0
9227,9227,total,State 2,Zone R,2022-11-03,9897,0.0
11595,11595,total,State 2,Zone P,2022-11-04,10113,0.0
241,241,total,State 1,Zone P,2022-11-04,5476,0.0
2620,2620,total,State 2,Zone Q,2022-11-04,11993,0.0
11156,11156,total,State 1,Zone Q,2022-11-04,8232,0.0
6534,6534,total,State 1,Zone R,2022-11-04,8271,0.0
12820,12820,total,State 3,Zone Q,2022-11-04,7619,0.0
1932,1932,total,State 3,Zone P,2022-11-04,4913,0.0
12040,12040,total,State 3,Zone R,2022-11-04,6960,0.0
206,206,total,State 2,Zone R,2022-11-04,9405,0.0
11547,11547,total,State 3,Zone P,2022-11-05,8526,0.0
11893,11893,total,State 1,Zone R,2022-11-05,10701,0.0
4911,4911,total,State 3,Zone R,2022-11-05,8392,0.0
8768,8768,total,State 2,Zone Q,2022-11-05,11588,0.0
10785,10785,total,State 2,Zone R,2022-11-05,9582,0.0
3632,3632,total,State 2,Zone P,2022-11-05,16532,0.0
1697,1697,total,State 1,Zone P,2022-11-05,12330,0.0
12127,12127,total,State 3,Zone Q,2022-11-05,6531,0.0
9632,9632,total,State 1,Zone Q,2022-11-05,7886,0.0
8194,8194,total,State 1,Zone R,2022-11-06,12279,0.0
5198,5198,total,State 2,Zone Q,2022-11-06,17513,0.0
10579,10579,total,State 1,Zone Q,2022-11-06,8659,0.0
8710,8710,total,State 3,Zone Q,2022-11-06,9450,0.0
2195,2195,total,State 2,Zone P,2022-11-06,17118,0.0
6949,6949,total,State 3,Zone P,2022-11-06,8420,0.0
12756,12756,total,State 3,Zone R,2022-11-06,6114,0.0
10131,10131,total,State 2,Zone R,2022-11-06,10137,0.0
2701,2701,total,State 1,Zone P,2022-11-06,12719,0.0
10414,10414,total,State 1,Zone Q,2022-11-07,8453,1.0
4262,4262,total,State 1,Zone R,2022-11-07,6656,1.0
6418,6418,total,State 2,Zone P,2022-11-07,7185,1.0
2255,2255,total,State 2,Zone Q,2022-11-07,6469,1.0
11740,11740,total,State 3,Zone R,2022-11-07,5029,1.0
1637,1637,total,State 3,Zone Q,2022-11-07,6413,1.0
904,904,total,State 1,Zone P,2022-11-07,4792,1.0
8034,8034,total,State 3,Zone P,2022-11-07,6322,1.0
6319,6319,total,State 2,Zone R,2022-11-07,8010,1.0
3394,3394,total,State 2,Zone P,2022-11-08,8194,0.0
9149,9149,total,State 3,Zone P,2022-11-08,4767,0.0
4295,4295,total,State 3,Zone Q,2022-11-08,4792,0.0
5827,5827,total,State 1,Zone Q,2022-11-08,6230,0.0
4329,4329,total,State 3,Zone R,2022-11-08,4728,0.0
12014,12014,total,State 2,Zone Q,2022-11-08,14152,0.0
2669,2669,total,State 2,Zone R,2022-11-08,8777,0.0
3403,3403,total,State 1,Zone P,2022-11-08,8752,0.0
4140,4140,total,State 1,Zone R,2022-11-08,10046,0.0
9594,9594,total,State 3,Zone P,2022-11-09,6579,0.0
4129,4129,total,State 3,Zone Q,2022-11-09,5812,0.0
9737,9737,total,State 1,Zone Q,2022-11-09,6706,0.0
7345,7345,total,State 2,Zone R,2022-11-09,8220,0.0
10748,10748,total,State 2,Zone Q,2022-11-09,12500,0.0
2093,2093,total,State 1,Zone R,2022-11-09,10380,0.0
7975,7975,total,State 2,Zone P,2022-11-09,11243,0.0
2011,2011,total,State 3,Zone R,2022-11-09,6494,0.0
10423,10423,total,State 1,Zone P,2022-11-09,7767,0.0
11971,11971,total,State 3,Zone Q,2022-11-10,6392,0.0
2673,2673,total,State 2,Zone R,2022-11-10,8832,0.0
6847,6847,total,State 1,Zone P,2022-11-10,10682,0.0
5982,5982,total,State 3,Zone P,2022-11-10,6125,0.0
6607,6607,total,State 2,Zone P,2022-11-10,14859,0.0
3552,3552,total,State 2,Zone Q,2022-11-10,13442,0.0
3108,3108,total,State 1,Zone R,2022-11-10,6244,0.0
2685,2685,total,State 1,Zone Q,2022-11-10,6028,0.0
1028,1028,total,State 3,Zone R,2022-11-10,8568,0.0
8171,8171,total,State 1,Zone Q,2022-11-11,6356,0.0
159,159,total,State 1,Zone R,2022-11-11,8248,0.0
528,528,total,State 1,Zone P,2022-11-11,8469,0.0
5081,5081,total,State 2,Zone Q,2022-11-11,12026,0.0
12485,12485,total,State 3,Zone Q,2022-11-11,5531,0.0
1306,1306,total,State 2,Zone P,2022-11-11,10227,0.0
2787,2787,total,State 3,Zone P,2022-11-11,8249,0.0
5875,5875,total,State 3,Zone R,2022-11-11,6828,0.0
7420,7420,total,State 2,Zone R,2022-11-11,8290,0.0
5079,5079,total,State 2,Zone R,2022-11-12,12846,0.0
665,665,total,State 3,Zone Q,2022-11-12,10159,0.0
566,566,total,State 1,Zone P,2022-11-12,9390,0.0
9121,9121,total,State 2,Zone Q,2022-11-12,16693,0.0
3811,3811,total,State 2,Zone P,2022-11-12,13367,0.0
6338,6338,total,State 3,Zone P,2022-11-12,5565,0.0
8299,8299,total,State 1,Zone R,2022-11-12,7750,0.0
9509,9509,total,State 3,Zone R,2022-11-12,9657,0.0
12750,12750,total,State 1,Zone Q,2022-11-12,6827,0.0
11174,11174,total,State 3,Zone P,2022-11-13,6871,0.0
5814,5814,total,State 2,Zone Q,2022-11-13,14712,0.0
5072,5072,total,State 1,Zone Q,2022-11-13,8878,0.0
3634,3634,total,State 1,Zone P,2022-11-13,10638,0.0
804,804,total,State 3,Zone R,2022-11-13,8295,0.0
12034,12034,total,State 2,Zone P,2022-11-13,10390,0.0
12124,12124,total,State 2,Zone R,2022-11-13,9681,0.0
6336,6336,total,State 3,Zone Q,2022-11-13,9529,0.0
421,421,total,State 1,Zone R,2022-11-13,10036,0.0
7509,7509,total,State 1,Zone Q,2022-11-14,5346,1.0
2744,2744,total,State 2,Zone Q,2022-11-14,6304,1.0
8176,8176,total,State 1,Zone R,2022-11-14,6409,1.0
11694,11694,total,State 3,Zone R,2022-11-14,3937,1.0
10250,10250,total,State 3,Zone Q,2022-11-14,5130,1.0
12865,12865,total,State 2,Zone R,2022-11-14,9397,1.0
668,668,total,State 3,Zone P,2022-11-14,4080,1.0
3805,3805,total,State 2,Zone P,2022-11-14,9487,1.0
7132,7132,total,State 1,Zone P,2022-11-14,5862,1.0
2343,2343,total,State 2,Zone P,2022-11-15,11879,0.0
8100,8100,total,State 3,Zone P,2022-11-15,6811,0.0
8080,8080,total,State 2,Zone R,2022-11-15,12945,0.0
3143,3143,total,State 1,Zone Q,2022-11-15,6387,0.0
7312,7312,total,State 2,Zone Q,2022-11-15,12002,0.0
4829,4829,total,State 1,Zone P,2022-11-15,10539,0.0
8941,8941,total,State 1,Zone R,2022-11-15,7329,0.0
7959,7959,total,State 3,Zone R,2022-11-15,7729,0.0
2831,2831,total,State 3,Zone Q,2022-11-15,5960,0.0
4898,4898,total,State 3,Zone Q,2022-11-16,6316,0.0
1633,1633,total,State 3,Zone P,2022-11-16,4545,0.0
3829,3829,total,State 1,Zone Q,2022-11-16,5451,0.0
2792,2792,total,State 2,Zone Q,2022-11-16,12559,0.0
9739,9739,total,State 3,Zone R,2022-11-16,8223,0.0
2916,2916,total,State 2,Zone P,2022-11-16,10012,0.0
639,639,total,State 2,Zone R,2022-11-16,12110,0.0
4205,4205,total,State 1,Zone R,2022-11-16,10453,0.0
10280,10280,total,State 1,Zone P,2022-11-16,6267,0.0
825,825,total,State 1,Zone R,2022-11-17,5825,0.0
12316,12316,total,State 2,Zone R,2022-11-17,10514,0.0
11707,11707,total,State 2,Zone Q,2022-11-17,8410,0.0
11441,11441,total,State 1,Zone P,2022-11-17,7998,0.0
10582,10582,total,State 3,Zone P,2022-11-17,8118,0.0
7687,7687,total,State 3,Zone Q,2022-11-17,5030,0.0
7302,7302,total,State 1,Zone Q,2022-11-17,5721,0.0
3817,3817,total,State 3,Zone R,2022-11-17,8237,0.0
2036,2036,total,State 2,Zone P,2022-11-17,8487,0.0
3924,3924,total,State 3,Zone R,2022-11-18,6031,0.0
10396,10396,total,State 1,Zone Q,2022-11-18,7644,0.0
9887,9887,total,State 2,Zone R,2022-11-18,9841,0.0
12754,12754,total,State 1,Zone R,2022-11-18,10206,0.0
7235,7235,total,State 2,Zone P,2022-11-18,11117,0.0
2355,2355,total,State 3,Zone Q,2022-11-18,5611,0.0
3306,3306,total,State 3,Zone P,2022-11-18,5593,0.0
7361,7361,total,State 1,Zone P,2022-11-18,10634,0.0
9015,9015,total,State 2,Zone Q,2022-11-18,12128,0.0
5051,5051,total,State 3,Zone P,2022-11-19,9371,0.0
2705,2705,total,State 3,Zone Q,2022-11-19,5784,0.0
2936,2936,total,State 3,Zone R,2022-11-19,7674,0.0
11002,11002,total,State 2,Zone Q,2022-11-19,13264,0.0
2963,2963,total,State 1,Zone R,2022-11-19,9878,0.0
9326,9326,total,State 1,Zone P,2022-11-19,11421,0.0
2028,2028,total,State 1,Zone Q,2022-11-19,12168,0.0
12652,12652,total,State 2,Zone P,2022-11-19,12287,0.0
9999,9999,total,State 2,Zone R,2022-11-19,13230,0.0
3903,3903,total,State 3,Zone Q,2022-11-20,6900,0.0
1568,1568,total,State 1,Zone Q,2022-11-20,9181,0.0
2394,2394,total,State 1,Zone R,2022-11-20,11433,0.0
12146,12146,total,State 2,Zone Q,2022-11-20,14463,0.0
5233,5233,total,State 2,Zone R,2022-11-20,16766,0.0
10434,10434,total,State 3,Zone P,2022-11-20,6845,0.0
10524,10524,total,State 3,Zone R,2022-11-20,7032,0.0
10740,10740,total,State 1,Zone P,2022-11-20,7513,0.0
12785,12785,total,State 2,Zone P,2022-11-20,10696,0.0
11827,11827,total,State 2,Zone P,2022-11-21,8811,1.0
3765,3765,total,State 2,Zone R,2022-11-21,9734,1.0
10023,10023,total,State 1,Zone P,2022-11-21,7818,1.0
6989,6989,total,State 1,Zone Q,2022-11-21,5603,1.0
77,77,total,State 3,Zone R,2022-11-21,5077,1.0
424,424,total,State 1,Zone R,2022-11-21,8140,1.0
12768,12768,total,State 2,Zone Q,2022-11-21,9766,1.0
7983,7983,total,State 3,Zone Q,2022-11-21,3920,1.0
907,907,total,State 3,Zone P,2022-11-21,6152,1.0
12205,12205,total,State 2,Zone Q,2022-11-22,13614,0.0
4070,4070,total,State 3,Zone Q,2022-11-22,5147,0.0
10665,10665,total,State 2,Zone P,2022-11-22,9767,0.0
12558,12558,total,State 2,Zone R,2022-11-22,10876,0.0
1798,1798,total,State 1,Zone R,2022-11-22,7732,0.0
11107,11107,total,State 3,Zone P,2022-11-22,4703,0.0
12672,12672,total,State 1,Zone Q,2022-11-22,8481,0.0
9502,9502,total,State 1,Zone P,2022-11-22,5634,0.0
11180,11180,total,State 3,Zone R,2022-11-22,6601,0.0
495,495,total,State 1,Zone P,2022-11-23,10472,0.0
12557,12557,total,State 2,Zone R,2022-11-23,7850,0.0
6311,6311,total,State 3,Zone R,2022-11-23,5420,0.0
5674,5674,total,State 2,Zone P,2022-11-23,13667,0.0
11568,11568,total,State 3,Zone P,2022-11-23,4921,0.0
312,312,total,State 1,Zone Q,2022-11-23,8889,0.0
955,955,total,State 2,Zone Q,2022-11-23,9978,0.0
7548,7548,total,State 3,Zone Q,2022-11-23,6921,0.0
2472,2472,total,State 1,Zone R,2022-11-23,9349,0.0
3260,3260,total,State 3,Zone Q,2022-11-24,4903,0.0
7237,7237,total,State 2,Zone Q,2022-11-24,10230,0.0
471,471,total,State 2,Zone R,2022-11-24,10097,0.0
10432,10432,total,State 3,Zone R,2022-11-24,5000,0.0
7044,7044,total,State 3,Zone P,2022-11-24,6740,0.0
897,897,total,State 1,Zone Q,2022-11-24,10636,0.0
12926,12926,total,State 2,Zone P,2022-11-24,12791,0.0
3367,3367,total,State 1,Zone R,2022-11-24,10554,0.0
3118,3118,total,State 1,Zone P,2022-11-24,6595,0.0
3793,3793,total,State 3,Zone Q,2022-11-25,6488,0.0
288,288,total,State 1,Zone Q,2022-11-25,8600,0.0
1014,1014,total,State 3,Zone R,2022-11-25,5880,0.0
11769,11769,total,State 2,Zone Q,2022-11-25,11403,0.0
7672,7672,total,State 2,Zone R,2022-11-25,8156,0.0
2317,2317,total,State 2,Zone P,2022-11-25,14301,0.0
12574,12574,total,State 3,Zone P,2022-11-25,5687,0.0
12837,12837,total,State 1,Zone P,2022-11-25,6812,0.0
7097,7097,total,State 1,Zone R,2022-11-25,6487,0.0
1754,1754,total,State 1,Zone R,2022-11-26,11822,0.0
5162,5162,total,State 2,Zone R,2022-11-26,14857,0.0
12675,12675,total,State 1,Zone Q,2022-11-26,8308,0.0
3052,3052,total,State 3,Zone P,2022-11-26,5659,0.0
4834,4834,total,State 2,Zone P,2022-11-26,17518,0.0
3322,3322,total,State 3,Zone R,2022-11-26,10148,0.0
12900,12900,total,State 1,Zone P,2022-11-26,8682,0.0
4176,4176,total,State 3,Zone Q,2022-11-26,6113,0.0
6084,6084,total,State 2,Zone Q,2022-11-26,17973,0.0
7979,7979,total,State 1,Zone Q,2022-11-27,10683,0.0
2018,2018,total,State 3,Zone Q,2022-11-27,5518,0.0
6224,6224,total,State 1,Zone P,2022-11-27,12723,0.0
10653,10653,total,State 3,Zone R,2022-11-27,5751,0.0
8916,8916,total,State 2,Zone Q,2022-11-27,17569,0.0
4869,4869,total,State 3,Zone P,2022-11-27,6525,0.0
9161,9161,total,State 1,Zone R,2022-11-27,10057,0.0
3089,3089,total,State 2,Zone R,2022-11-27,10247,0.0
9829,9829,total,State 2,Zone P,2022-11-27,14086,0.0
1884,1884,total,State 3,Zone Q,2022-11-28,5523,1.0
12087,12087,total,State 2,Zone Q,2022-11-28,9797,1.0
160,160,total,State 2,Zone R,2022-11-28,7617,1.0
4625,4625,total,State 3,Zone P,2022-11-28,4451,1.0
1688,1688,total,State 2,Zone P,2022-11-28,12281,1.0
4398,4398,total,State 1,Zone R,2022-11-28,5337,1.0
7805,7805,total,State 3,Zone R,2022-11-28,3620,1.0
2399,2399,total,State 1,Zone P,2022-11-28,4953,1.0
4349,4349,total,State 1,Zone Q,2022-11-28,5620,1.0
11296,11296,total,State 3,Zone P,2022-11-29,6881,0.0
12288,12288,total,State 3,Zone Q,2022-11-29,5273,0.0
7029,7029,total,State 2,Zone P,2022-11-29,10074,0.0
8239,8239,total,State 1,Zone P,2022-11-29,7664,0.0
8728,8728,total,State 2,Zone R,2022-11-29,14959,0.0
6937,6937,total,State 1,Zone R,2022-11-29,5555,0.0
8372,8372,total,State 2,Zone Q,2022-11-29,15112,0.0
1638,1638,total,State 3,Zone R,2022-11-29,8457,0.0
7050,7050,total,State 1,Zone Q,2022-11-29,7739,0.0
413,413,total,State 3,Zone R,2022-11-30,5734,0.0
10120,10120,total,State 3,Zone Q,2022-11-30,4580,0.0
4161,4161,total,State 1,Zone Q,2022-11-30,9778,0.0
1134,1134,total,State 1,Zone R,2022-11-30,10140,0.0
4084,4084,total,State 2,Zone Q,2022-11-30,12940,0.0
9391,9391,total,State 1,Zone P,2022-11-30,10535,0.0
6840,6840,total,State 2,Zone P,2022-11-30,14487,0.0
8144,8144,total,State 3,Zone P,2022-11-30,4702,0.0
7671,7671,total,State 2,Zone R,2022-11-30,11511,0.0
1048,1048,total,State 2,Zone R,2022-12-01,10672,0.0
6502,6502,total,State 3,Zone P,2022-12-01,4701,0.0
3798,3798,total,State 3,Zone R,2022-12-01,7726,0.0
2511,2511,total,State 1,Zone Q,2022-12-01,10233,0.0
4293,4293,total,State 1,Zone P,2022-12-01,6379,0.0
12468,12468,total,State 1,Zone R,2022-12-01,6778,0.0
8010,8010,total,State 3,Zone Q,2022-12-01,7357,0.0
3696,3696,total,State 2,Zone P,2022-12-01,9766,0.0
11104,11104,total,State 2,Zone Q,2022-12-01,11569,0.0
6483,6483,total,State 3,Zone R,2022-12-02,4490,0.0
12350,12350,total,State 3,Zone Q,2022-12-02,7947,0.0
5676,5676,total,State 3,Zone P,2022-12-02,5218,0.0
10559,10559,total,State 1,Zone R,2022-12-02,7229,0.0
8316,8316,total,State 2,Zone Q,2022-12-02,12095,0.0
562,562,total,State 1,Zone Q,2022-12-02,8059,0.0
12495,12495,total,State 2,Zone R,2022-12-02,15215,0.0
10113,10113,total,State 2,Zone P,2022-12-02,12548,0.0
11161,11161,total,State 1,Zone P,2022-12-02,6063,0.0
4098,4098,total,State 1,Zone R,2022-12-03,8146,0.0
6205,6205,total,State 3,Zone R,2022-12-03,6906,0.0
9888,9888,total,State 2,Zone R,2022-12-03,16294,0.0
4461,4461,total,State 1,Zone P,2022-12-03,9395,0.0
3796,3796,total,State 3,Zone Q,2022-12-03,5634,0.0
2021,2021,total,State 3,Zone P,2022-12-03,7850,0.0
9005,9005,total,State 2,Zone Q,2022-12-03,18046,0.0
1022,1022,total,State 2,Zone P,2022-12-03,13155,0.0
2125,2125,total,State 1,Zone Q,2022-12-03,9901,0.0
3621,3621,total,State 1,Zone P,2022-12-04,11014,0.0
11866,11866,total,State 2,Zone P,2022-12-04,13359,0.0
12706,12706,total,State 3,Zone P,2022-12-04,8477,0.0
4155,4155,total,State 1,Zone Q,2022-12-04,10949,0.0
2911,2911,total,State 2,Zone R,2022-12-04,10152,0.0
2451,2451,total,State 3,Zone R,2022-12-04,9659,0.0
4175,4175,total,State 3,Zone Q,2022-12-04,6599,0.0
1345,1345,total,State 1,Zone R,2022-12-04,8271,0.0
8895,8895,total,State 2,Zone Q,2022-12-04,10995,0.0
12813,12813,total,State 2,Zone P,2022-12-05,10962,1.0
2318,2318,total,State 1,Zone R,2022-12-05,5105,1.0
10353,10353,total,State 1,Zone Q,2022-12-05,5749,1.0
10251,10251,total,State 1,Zone P,2022-12-05,7379,1.0
9552,9552,total,State 2,Zone R,2022-12-05,8190,1.0
10478,10478,total,State 2,Zone Q,2022-12-05,11669,1.0
5380,5380,total,State 3,Zone R,2022-12-05,4425,1.0
11045,11045,total,State 3,Zone P,2022-12-05,5882,1.0
3848,3848,total,State 3,Zone Q,2022-12-05,3768,1.0
7822,7822,total,State 2,Zone P,2022-12-06,12509,0.0
263,263,total,State 1,Zone Q,2022-12-06,8856,0.0
716,716,total,State 1,Zone R,2022-12-06,7653,0.0
12360,12360,total,State 1,Zone P,2022-12-06,8719,0.0
2868,2868,total,State 3,Zone P,2022-12-06,6827,0.0
12910,12910,total,State 2,Zone R,2022-12-06,9449,0.0
4328,4328,total,State 3,Zone R,2022-12-06,6154,0.0
1931,1931,total,State 3,Zone Q,2022-12-06,8419,0.0
3416,3416,total,State 2,Zone Q,2022-12-06,13397,0.0
4415,4415,total,State 3,Zone P,2022-12-07,8335,0.0
935,935,total,State 3,Zone Q,2022-12-07,8313,0.0
4560,4560,total,State 2,Zone R,2022-12-07,8446,0.0
3124,3124,total,State 2,Zone Q,2022-12-07,14900,0.0
1042,1042,total,State 2,Zone P,2022-12-07,10251,0.0
1901,1901,total,State 1,Zone P,2022-12-07,8625,0.0
1355,1355,total,State 3,Zone R,2022-12-07,4697,0.0
8657,8657,total,State 1,Zone R,2022-12-07,8072,0.0
4585,4585,total,State 1,Zone Q,2022-12-07,8870,0.0
9653,9653,total,State 1,Zone R,2022-12-08,9418,0.0
2076,2076,total,State 3,Zone Q,2022-12-08,7156,0.0
8368,8368,total,State 1,Zone Q,2022-12-08,9696,0.0
845,845,total,State 2,Zone P,2022-12-08,10744,0.0
11636,11636,total,State 3,Zone R,2022-12-08,8603,0.0
6859,6859,total,State 2,Zone Q,2022-12-08,11277,0.0
11616,11616,total,State 3,Zone P,2022-12-08,7639,0.0
8012,8012,total,State 2,Zone R,2022-12-08,12838,0.0
4904,4904,total,State 1,Zone P,2022-12-08,9081,0.0
6230,6230,total,State 2,Zone P,2022-12-09,12984,0.0
9803,9803,total,State 1,Zone P,2022-12-09,7148,0.0
12445,12445,total,State 2,Zone R,2022-12-09,8713,0.0
12716,12716,total,State 2,Zone Q,2022-12-09,11984,0.0
11330,11330,total,State 1,Zone R,2022-12-09,8863,0.0
9019,9019,total,State 3,Zone Q,2022-12-09,8433,0.0
6264,6264,total,State 3,Zone R,2022-12-09,6491,0.0
12353,12353,total,State 1,Zone Q,2022-12-09,8931,0.0
4277,4277,total,State 3,Zone P,2022-12-09,6742,0.0
2189,2189,total,State 2,Zone Q,2022-12-10,14784,0.0
4086,4086,total,State 3,Zone R,2022-12-10,8435,0.0
3726,3726,total,State 2,Zone R,2022-12-10,10128,0.0
7036,7036,total,State 2,Zone P,2022-12-10,11300,0.0
3772,3772,total,State 1,Zone P,2022-12-10,8174,0.0
10702,10702,total,State 3,Zone P,2022-12-10,5694,0.0
4120,4120,total,State 1,Zone R,2022-12-10,6943,0.0
6569,6569,total,State 1,Zone Q,2022-12-10,11424,0.0
1360,1360,total,State 3,Zone Q,2022-12-10,6190,0.0
1131,1131,total,State 1,Zone P,2022-12-11,11330,0.0
4860,4860,total,State 1,Zone R,2022-12-11,7023,0.0
11430,11430,total,State 2,Zone R,2022-12-11,11719,0.0
8008,8008,total,State 3,Zone Q,2022-12-11,9411,0.0
702,702,total,State 2,Zone P,2022-12-11,15390,0.0
12335,12335,total,State 3,Zone P,2022-12-11,7421,0.0
9983,9983,total,State 1,Zone Q,2022-12-11,8394,0.0
11307,11307,total,State 3,Zone R,2022-12-11,6071,0.0
4540,4540,total,State 2,Zone Q,2022-12-11,10328,0.0
7457,7457,total,State 3,Zone Q,2022-12-12,6088,1.0
6178,6178,total,State 1,Zone R,2022-12-12,4872,1.0
593,593,total,State 1,Zone Q,2022-12-12,4469,1.0
13145,13145,total,State 3,Zone R,2022-12-12,5518,1.0
4766,4766,total,State 2,Zone P,2022-12-12,6802,1.0
7653,7653,total,State 2,Zone R,2022-12-12,8932,1.0
6611,6611,total,State 1,Zone P,2022-12-12,5871,1.0
1496,1496,total,State 3,Zone P,2022-12-12,4294,1.0
11517,11517,total,State 2,Zone Q,2022-12-12,8283,1.0
4221,4221,total,State 3,Zone R,2022-12-13,7898,0.0
10456,10456,total,State 1,Zone P,2022-12-13,8244,0.0
4163,4163,total,State 2,Zone P,2022-12-13,9611,0.0
9284,9284,total,State 2,Zone Q,2022-12-13,14792,0.0
1402,1402,total,State 2,Zone R,2022-12-13,12015,0.0
3658,3658,total,State 1,Zone R,2022-12-13,6480,0.0
5234,5234,total,State 1,Zone Q,2022-12-13,6467,0.0
10669,10669,total,State 3,Zone Q,2022-12-13,4514,0.0
2796,2796,total,State 3,Zone P,2022-12-13,6574,0.0
11817,11817,total,State 1,Zone P,2022-12-14,7483,0.0
6800,6800,total,State 3,Zone P,2022-12-14,5296,0.0
976,976,total,State 3,Zone R,2022-12-14,7922,0.0
1799,1799,total,State 3,Zone Q,2022-12-14,7975,0.0
12262,12262,total,State 2,Zone P,2022-12-14,10840,0.0
816,816,total,State 2,Zone R,2022-12-14,10169,0.0
12134,12134,total,State 1,Zone R,2022-12-14,8858,0.0
673,673,total,State 2,Zone Q,2022-12-14,8098,0.0
6505,6505,total,State 1,Zone Q,2022-12-14,7751,0.0
649,649,total,State 3,Zone P,2022-12-15,6051,0.0
6280,6280,total,State 1,Zone R,2022-12-15,5475,0.0
8847,8847,total,State 2,Zone R,2022-12-15,12638,0.0
12712,12712,total,State 2,Zone P,2022-12-15,13844,0.0
7130,7130,total,State 1,Zone P,2022-12-15,10239,0.0
854,854,total,State 1,Zone Q,2022-12-15,7320,0.0
5557,5557,total,State 2,Zone Q,2022-12-15,13056,0.0
3181,3181,total,State 3,Zone R,2022-12-15,5018,0.0
7562,7562,total,State 3,Zone Q,2022-12-15,6503,0.0
4720,4720,total,State 3,Zone Q,2022-12-16,8139,0.0
8648,8648,total,State 3,Zone P,2022-12-16,8340,0.0
9665,9665,total,State 1,Zone R,2022-12-16,10252,0.0
821,821,total,State 3,Zone R,2022-12-16,5880,0.0
5409,5409,total,State 1,Zone P,2022-12-16,8326,0.0
49,49,total,State 2,Zone R,2022-12-16,14539,0.0
3458,3458,total,State 2,Zone Q,2022-12-16,14942,0.0
1541,1541,total,State 1,Zone Q,2022-12-16,9676,0.0
5907,5907,total,State 2,Zone P,2022-12-16,10728,0.0
1044,1044,total,State 1,Zone R,2022-12-17,7384,0.0
9761,9761,total,State 2,Zone R,2022-12-17,16987,0.0
8436,8436,total,State 2,Zone Q,2022-12-17,15200,0.0
1673,1673,total,State 2,Zone P,2022-12-17,12919,0.0
3751,3751,total,State 3,Zone Q,2022-12-17,7639,0.0
13038,13038,total,State 3,Zone R,2022-12-17,9192,0.0
3286,3286,total,State 1,Zone Q,2022-12-17,11720,0.0
3194,3194,total,State 3,Zone P,2022-12-17,7400,0.0
7224,7224,total,State 1,Zone P,2022-12-17,9392,0.0
1785,1785,total,State 2,Zone Q,2022-12-18,17845,0.0
6091,6091,total,State 1,Zone P,2022-12-18,6666,0.0
5800,5800,total,State 1,Zone R,2022-12-18,9506,0.0
7946,7946,total,State 1,Zone Q,2022-12-18,9314,0.0
12373,12373,total,State 2,Zone R,2022-12-18,10146,0.0
7487,7487,total,State 3,Zone P,2022-12-18,7978,0.0
12892,12892,total,State 3,Zone Q,2022-12-18,8488,0.0
11570,11570,total,State 3,Zone R,2022-12-18,5417,0.0
